Collection Name,Title,Part,Name,Name URI,Resource Type,Resource Type URI,Genre,Genre URI,Place Created,Publisher,Date Issued,Date Created,Edition,Issuance,Frequency,Language Term,Language Term URI,Language Term Type,Extent,Physical Description Note,Form#1,Form URI#1,Form#2,FormURI#2,Abstract,Table of Contents,Note,Note Type,Subject Topic#1,Subject Topic URI#1,Subject Topic#2,Subject Topic URI#2,Subject Topic#3,Subject Topic URI#3,Subject Topic#4,Subject Topic URI#4,Subject Topic#5,Subject Topic URI#5,Subject Name#1,Subject Name URI#1,Subject Name#2,Subject Name URI#2,Subject Name#3,Subject Name URI#3,Subject Geographic,Subject Geographic URI,Subject Temporal,Subject Temporal URI,Subject Title,Subject Title URI,Subject Genre,Subject Genre URI,Identifier,Identifier LUNA,Identifier ARK,Physical Location,Physical Location Type,Shelf Locator,Related Item,Related Item Type,Related Item Identifier,Related Item Location,Date Captured,Internet Media Type,Digital Origin,Access Condition,Access Condition URI
CU Chicanx History Collection,Biology request for EOP funds (and other academic requests),,"Harpel, Richard",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1973-06-06,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,2 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,financial records,http://vocab.getty.edu/page/aat/300027473,"Memo to Vice President Corbridge; re: ""Biology Request for EOP Funds (and other academic requests)."" The document describes how EOP has more money than needed, and that Arts and Sciences tend to use EOP funds to pay for things that are not minority student focused.",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Student aid,http://id.worldcat.org/fast/1432104,Universities and colleges--Finance,http://id.worldcat.org/fast/1161770,,,,,"Corbridge, James N.",http://id.loc.gov/authorities/names/n89646514,"University of Colorado, Boulder. Educational Opportunity Program",local,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_VCAA_EOP_003.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Discrimination complaints,,"Martinez, Robert",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1971-05-13,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,12 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,reports,http://vocab.getty.edu/page/aat/300027267,"Memo to Dean Volsky; re: ""Discrimination Complaints."" A document of compiled ""statistics and rationale for the Faculty Discipline Committee and Standards Office actions in regards to the displine of Chicano students."" Does not include information about these ""actions."" Includes list of concerns and recommendations. ",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Discrimination in education,http://id.worldcat.org/fast/895037,School discipline,http://id.worldcat.org/fast/1107289,,,"Volsky, Ted",local,UMAS (Organization),http://id.worldcat.org/fast/626784,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_VPAA_14_MAYA_005.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Letter regarding posture to UMAS,,"Cook, W. B.",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1971-07-13,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,,,"Letter to Alfredo Rangel, UMAS. The letter states that a poster reading ""For every Coke product you drink, you're killing a Brother. Viva la Huelga"" was removed from a vending machine. ",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Political posters,http://id.worldcat.org/fast/1069593,College students--Societies and clubs,http://id.worldcat.org/fast/868054,,,,,"Rangel, Alfredo, Jr.",local,UMAS (Organization),http://id.worldcat.org/fast/626784,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_VPAA_14_MAYA_009.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Proposal: Mexican American studies department,,"Ramirez, Salvador ",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1970-05-28,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,150 pages,,proposals,http://vocab.getty.edu/page/aat/300027261,,,Proposal to establish a Mexican American Studies Department on campus.,,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Discrimination in education,http://id.worldcat.org/fast/895037,College students--Societies and clubs,http://id.worldcat.org/fast/868054,,,,,"Briggs, William",local,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_VPAA_34_MAS_001.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,A memorandum concerning a proposal for the establishment of a Department of Mexican American studies,,"Ramirez, Salvador ",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1970-07-08,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,3 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,proposals,http://vocab.getty.edu/page/aat/300027261,"Memo to the Faculty Committee on Minority Affairs; re: proposal to establish a MAS Department. The letter explains the need for a ""Program of Mexican American Studies"" to be established. The document also includes a list of ""Recommendations on Mexican-American Studies"" in the form of course offerings. ",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Discrimination in education,http://id.worldcat.org/fast/895037,College students--Societies and clubs,http://id.worldcat.org/fast/868054,,,,,Faculty Committee on Minority Affairs,local,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_VPAA_34_MAS_002.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Letter from Theodore Volsky to James Casey,,"Volsky, Theodore, Jr.",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1970-07-01,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,18 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,financial application,http://vocab.getty.edu/page/aat/300425440,"Project Adelante proposal to Ardiocese of Denver. The project was designed to recruit Mexican-American high school drop-outs or as stated, ""more appropriately push-outs."" Includes acceptance letter from Archdiocese.",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Proposal writing for grants,http://id.worldcat.org/fast/1079252,Dropouts,http://id.worldcat.org/fast/898363,Minority college students--Recruiting,http://id.worldcat.org/fast/1023334,,,UMAS (Organization),http://id.worldcat.org/fast/626784,"Casey, James V. (James Vincent), 1914-",http://id.loc.gov/authorities/names/no99017976,"Thieme, Frederick P.",local,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_VPAA_28_Adelante.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Interim report to the council by the committee on minority affairs,,Faculty Minority Affairs Committee,local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1970-10-29,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,4 pages,,reports,http://vocab.getty.edu/page/aat/300027267,,,"Interim report to the council by the Commitee on Minority Affairs. Outlines tension among Regents and minority programs, with the [mis?]understanding that the Regents voted to freeze funding.",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Student aid,http://id.worldcat.org/fast/1432104,Universities and colleges--Finance,http://id.worldcat.org/fast/1161770,Minority college students--Recruiting,http://id.worldcat.org/fast/1023334,,,"University of Colorado, Boulder. Educational Opportunity Program",local,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_VPAA_34_FCMA_summer_003.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Policy statement on EOP organizational structure (Boulder campus),,Faculty Minority Affairs Committee,local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1971-01-03,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,5 pages,,guidelines,http://vocab.getty.edu/page/aat/300027029,correspondence,http://vocab.getty.edu/page/aat/300026877,"Policy Statement on EOP Organzational Structure (Boulder Campus). Recommendations to better support EOP programs, with the Faculty Board administering. There are hand written notes at the bottom. One note states for example, ""This is a reestablishing of what the program was developed to [oppose?]. This is a replica of what the univ. was - The only difference is that the faculty wants to instead of the administration.  It is a coup d'etat. - 2. Faculty wants to control through a puppet."" As well as, ""Total distrust of Minority People with the exception of minority faculty members...."" ",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Minority college students--Recruiting,http://id.worldcat.org/fast/1023334,Discrimination in education,http://id.worldcat.org/fast/895037,Universities and colleges--Faculty,http://id.worldcat.org/fast/1161748,,,"University of Colorado, Boulder. Educational Opportunity Program",local,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_VPAA_34_FCMA_summer_002.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Request for allocations of unrestricted gifts--Teatro Mejicano,,"Roberts, Dwight V.",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1971-03-03,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,3 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,financial records,http://vocab.getty.edu/page/aat/300027473,Brief proposal and justification for Teatro Mejicano. Includes note of support from Patrick Vigil.,,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Student aid,http://id.worldcat.org/fast/1432104,Universities and colleges--Finance,http://id.worldcat.org/fast/1161770,Mexican Americans--Folklore,http://id.worldcat.org/fast/1019106,,,"Trujillo, Tom",local,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_VPAA_14_MAYA_008.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Project REAP,,"Marrujo, Becky",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1971-08-16,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,8 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,,,"Memo to Vice President Volsky; re: ""Project REAP"" (Relative Educational Activities Programs). The letter includes a description of the REAP program and attempts to help Chicano students learn how to navigate the University setting.",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Minority college students--Recruiting,http://id.worldcat.org/fast/1023334,Student aid,http://id.worldcat.org/fast/1432104,,,,,"Volsky, Ted",local,UMAS (Organization),http://id.worldcat.org/fast/626784,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_VPAA_14_MAYA_003.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Immediate recruitment and solutions to problems related to Office of Admissions,,"Marrujo, Becky",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1905-05-23,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,13 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,,,"Memos to Dean Volsky and others regarding recruitment from May, 1970-November, 1970 from Becky Marrujo, Patrick Vigil, Andres Gavaldon and other UMAS officials. It describes historic issues with UMAS recruitment. Asserts that UMAS students are best at recruiting other students. They make recommendations for improvements and specifically reject recruitment programs developed without input from Mexican American students.",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Minority college students--Recruiting,http://id.worldcat.org/fast/1023334,,,,,"Gavaldon, Andres",local,"Volsky, Ted",local,UMAS (Organization),http://id.worldcat.org/fast/626784,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_VPAA_14_MAYA_004.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Rational for UMAS-EOP 1972 summer program & AY 72-73 proposed budget,,"Vigil, Patrick J.",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1972-02-26,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,2 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,financial records,http://vocab.getty.edu/page/aat/300027473,Memo to Provost Crowe and Mark Hannon. Rational for UMAS-EOP Summer Program and Budget. Offers justification: parity and underfunding.,,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Student aid,http://id.worldcat.org/fast/1432104,Student financial aid administration,http://id.worldcat.org/fast/1135905,College students--Societies and clubs,http://id.worldcat.org/fast/868054,,,"Granado, Florencio",local,Provost Crowe,local,"Hannon, Mark",local,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_VPAA_14_MAYA_002.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Letter from UMAS administrators to Chicano student body,,"Gallegos, Samuel",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1972-04-25,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,2 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,,,"Letter to CU Boulder Chicano student body from UMAS administrators such as the director of admissions and financial aid, counselor coordinator, etc... The letter admonished students for creating an ""ugly atmosphere,"" and for ""attacking the white man"" rather than helping other Chicanos. ",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Student aid,http://id.worldcat.org/fast/1432104,Minority college students--Recruiting,http://id.worldcat.org/fast/1023334,Discrimination in education,http://id.worldcat.org/fast/895037,,,"Soliz, Jerry",local,"Franco, Joe",local,"Saiz, Flor",local,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_VPAA_14_EOP_UMAS_personnel_002.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Letter from Theodore Volsky to Senator Gordon Allott,,"Volsky, Theodore, Jr.",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1970-04-08,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,3 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,financial records,http://vocab.getty.edu/page/aat/300027473,"Letter to office of Senator Allott. The letter argues that the University should not prioritize achieving equality until public schools and other sectors have done it since inquality in the University, he claims, begins there. Does not use the word ""minority students,"" but document is in the EOP folder. Uses terms like ""economically and culturally disadvantaged youngsters.""",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Student aid,http://id.worldcat.org/fast/1432104,Universities and colleges--Finance,http://id.worldcat.org/fast/1161770,Discrimination in education,http://id.worldcat.org/fast/895037,,,"Allott, Gordon, 1907-1989",http://id.loc.gov/authorities/names/n87836684,"Ware, Jack",local,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_VPAA_14_primaryEOP_002.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Letters from Daniel Smith to various CU faculty members,,"Smith, Daniel M.",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1970-11-01,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,3 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,financial records,http://vocab.getty.edu/page/aat/300027473,"Series of letters and memos (November 16th, 18th and 19th) where Smith expresses the opinion, which he says is shared by ""many faculty members in the Hellems area"" that increased funding to minority programs will cut too much from other departments, particularly from library purchasing.",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Student aid,http://id.worldcat.org/fast/1432104,Universities and colleges--Finance,http://id.worldcat.org/fast/1161770,,,,,"Silverman, Lawrence",local,"Thieme, Frederick P.",local,"Bartlett, Albert",local,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_VPAA_14_minorityPrograms_002.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Note from Mark to Dr. Silverman,,"[Hannon, Mark]",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1968-07-25,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,6 pages,,reports,http://vocab.getty.edu/page/aat/300027267,notes (documents),http://vocab.getty.edu/page/aat/300027200,"A Study of the Disruptive Behavior of the Far Left Leadership of the Student Power Movement. Includes note from ""Mark"" [Mark Hannon?] to Vice President Silverman, warning that these ""tactics"" do not apply to ""advanced movements, such as... BEP,"" but that ""UMAS seems still to adhere to the methods listed here.""  Photocopy of report is marked where apparently Mark felt points were of particularly salient. Origin of the report is not clear, but could be researched.",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Discrimination in education,http://id.worldcat.org/fast/895037,,,,,UMAS (Organization),http://id.worldcat.org/fast/626784,"Silverman, Lawrence",local,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_VPAA_8_UMAS_69-71_030.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Letter from the National Educational Task Force de La Raza to President Thieme,,National Educational Task Force de La Raza,local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1971-03-02,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,4 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,,,"Letter to President Thieme, endorsing UMAS demands for a MAS Department, parity of admission, and financial support. Names of the members of the National Educational Task Force de La Raza, who wrote the letter, can be found on the last pages.",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Minority college students--Recruiting,http://id.worldcat.org/fast/1023334,Student aid,http://id.worldcat.org/fast/1432104,,,,,UMAS (Organization),http://id.worldcat.org/fast/626784,"Thieme, Frederick P.",local,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_VPAA_8_UMAS_69-71_027.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Letter from William Douglas to Ted Volsky,,"Douglas, William A.",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1970-12-07,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,3 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,,,Memo to Vice President Volsky. Explains that UMAS students have been conducting high school recruitment efforts without the knowledge of the official admissions office. Includes flyer written by UMAS students visiting Monte Vista High School.,,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Minority college students--Recruiting,http://id.worldcat.org/fast/1023334,,,,,"Volsy, Ted",local,UMAS (Organization),http://id.worldcat.org/fast/626784,"Gallegos, Frank",local,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_VPAA_8_UMAS_69-71_026.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Report on United Mexican American Students' EOP project,,"Rodriguez, Armando M.",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1970-05-01,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,11 pages,,Case studies,http://id.loc.gov/authorities/genreForms/gf2017026140,reports,http://vocab.getty.edu/page/aat/300027267,"Report on UMAS-EOP Project. Report on 2-day evaluation of the program, including interviews with administrators, students, ""dissident UMAS students,"" etc. States ""administraton is concerned with UMAS use of the EOP to develop political power on campus."" ",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Discrimination in education,http://id.worldcat.org/fast/895037,Student movements,http://id.worldcat.org/fast/1135954,,,"Weber, Robert E.",local,UMAS (Organization),http://id.worldcat.org/fast/626784,"University of Colorado, Boulder. Educational Opportunity Program",local,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_VPAA_8_UMAS_69-71_025.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
